generation,score,sentence,color
0,0.6846446817197952,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6841815915447783,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6840056234768531,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6839463751028451,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6838685205101674,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6838659008529239,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6838613442652702,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6837986783787453,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.6837781759419949,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the the of someone please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
0,0.683738912436255,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6846446817197951,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6845291258849953,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6841815915447782,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6840056234768531,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6839992901787886,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6839891781768754,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.683946375102845,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from wan to give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6839407572136299,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.6838685205101678,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
1,0.683865900852924,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone of what the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6845291258849953,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6844113371919208,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6843354746294835,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.684259383812991,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6841815915447783,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6841455331099914,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6840428353917487,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6840243443898731,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6840056234768529,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
2,0.6839992901787884,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6845291258849953,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6844113375577179,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6843354746294836,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6842593820141966,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6841815915447783,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6841455341019415,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6840494589001969,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this give the mere more nicely undertone of what the the of someone please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6840428352117094,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6840243418425845,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
3,0.6840056234768529,Indicate reconstruct this for an ventured piece to sit certitude in with improve a reasonable way from this wan to give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
4,0.6845291258849953,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
4,0.684411337557718,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
4,0.6843354746294836,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this wan give the mere more nicely undertone of what the the of someone please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
4,0.6842593820141967,Indicate reconstruct this for an ventured piece to sit certitude in with improve a way from this give the mere more nicely undertone of what the the of someone is please wording spoke about their compound of contents about; thine change all the presence of both using by etext.,"(0.4493309386954599, 0.810191718215154, 0.9649745370373637)"
